,filepath,label
21613,../Data/preprocessed\dog - malinois\05_jpg.rf.417502948d305c0cb6f32d1234bbdb05.jpg,dog - malinois
21614,../Data/preprocessed\dog - malinois\05_jpg.rf.6b9ca2ad15818b2342a9106aa39f9ed1.jpg,dog - malinois
21615,../Data/preprocessed\dog - malinois\05_jpg.rf.797efb9ebed2ee7d9101e0fc6535b6a2.jpg,dog - malinois
21616,../Data/preprocessed\dog - malinois\05_jpg.rf.f41e2c8d8c155f94047f261267041126.jpg,dog - malinois
21617,../Data/preprocessed\dog - malinois\060_jpg.rf.13211aa951444c2b09db48f8b8455b8d.jpg,dog - malinois
21618,../Data/preprocessed\dog - malinois\060_jpg.rf.28ea268b675c3cc7b87b335725ed844a.jpg,dog - malinois
21619,../Data/preprocessed\dog - malinois\060_jpg.rf.6dbc74e7a2eb2ccdf7338b7792dcc89f.jpg,dog - malinois
21620,../Data/preprocessed\dog - malinois\061_jpg.rf.5c4c55b6aa7ddd54f5f1ff1175ea82b9.jpg,dog - malinois
21621,../Data/preprocessed\dog - malinois\061_jpg.rf.8d001b559a6b079d78fd0774dc073073.jpg,dog - malinois
21622,../Data/preprocessed\dog - malinois\061_jpg.rf.b4dd02e82afeaf923db7e973da22f3a7.jpg,dog - malinois
21623,../Data/preprocessed\dog - malinois\062_jpg.rf.04cad884ff3c961d2337fcfb37ca18a5.jpg,dog - malinois
21624,../Data/preprocessed\dog - malinois\062_jpg.rf.10c16284bdf67db64fd274b87b12df03.jpg,dog - malinois
21625,../Data/preprocessed\dog - malinois\062_jpg.rf.123b166ad33609b3c3c6c7d2db831bcd.jpg,dog - malinois
21626,../Data/preprocessed\dog - malinois\065_jpg.rf.74a0b68783d8d3ff1c333049b7dd9b98.jpg,dog - malinois
21627,../Data/preprocessed\dog - malinois\065_jpg.rf.9554e76550f7888bcaccfc235a0d3522.jpg,dog - malinois
21628,../Data/preprocessed\dog - malinois\065_jpg.rf.c2f40a8392fa4af88fd1f721f1b0ffff.jpg,dog - malinois
21629,../Data/preprocessed\dog - malinois\068_jpg.rf.190beba6c075b1f04d58ccadf9331218.jpg,dog - malinois
21630,../Data/preprocessed\dog - malinois\068_jpg.rf.5b2d2348fcf5f499be90c8dd0e3952e9.jpg,dog - malinois
21631,../Data/preprocessed\dog - malinois\068_jpg.rf.8106b6e11cb96419c389f6c4a9b71972.jpg,dog - malinois
21632,../Data/preprocessed\dog - malinois\071_jpg.rf.18df1593c485de8c896c9ffbdf2b0f5e.jpg,dog - malinois
21633,../Data/preprocessed\dog - malinois\071_jpg.rf.32b6a4fd2f38ba84959d00e17e0a5b21.jpg,dog - malinois
21634,../Data/preprocessed\dog - malinois\071_jpg.rf.e60336b31303b7d9c3b817793fd73864.jpg,dog - malinois
21635,../Data/preprocessed\dog - malinois\073_jpg.rf.0be3913acea73b1568f5a047eddb34bc.jpg,dog - malinois
21636,../Data/preprocessed\dog - malinois\073_jpg.rf.add46ad2e708bd9a68cc32c4320b92e6.jpg,dog - malinois
21637,../Data/preprocessed\dog - malinois\073_jpg.rf.c4ff7e589e347b1ae1cfb221ba7783e6.jpg,dog - malinois
21638,../Data/preprocessed\dog - malinois\076_jpg.rf.85ac785b819de35a9ff7f648eb19abed.jpg,dog - malinois
21639,../Data/preprocessed\dog - malinois\076_jpg.rf.9efcd8f52f52457a9c4ddcece1a6b1e5.jpg,dog - malinois
21640,../Data/preprocessed\dog - malinois\076_jpg.rf.c6d0f139f32ca60285df51de18e3371d.jpg,dog - malinois
21641,../Data/preprocessed\dog - malinois\077_jpg.rf.7040034552453a76a5c1b0dbb5ae18b3.jpg,dog - malinois
21642,../Data/preprocessed\dog - malinois\077_jpg.rf.c567e751da74bf5d19dde2a7f3c4c0d1.jpg,dog - malinois
21643,../Data/preprocessed\dog - malinois\078_jpg.rf.0a09572d6a78d539341836cb09d7acba.jpg,dog - malinois
21644,../Data/preprocessed\dog - malinois\078_jpg.rf.54facb28f70d1c5070385da7abc8ae9b.jpg,dog - malinois
21645,../Data/preprocessed\dog - malinois\078_jpg.rf.f1d0f566309a496b6047e9aff75c98cb.jpg,dog - malinois
21646,../Data/preprocessed\dog - malinois\079_jpg.rf.454bc196259f7c8fc902faf427e250d9.jpg,dog - malinois
21647,../Data/preprocessed\dog - malinois\079_jpg.rf.62d300997f69ab277a41e74485586fac.jpg,dog - malinois
21648,../Data/preprocessed\dog - malinois\079_jpg.rf.d1ae9de5c178220da59a9708bff0aa0e.jpg,dog - malinois
21649,../Data/preprocessed\dog - malinois\07_jpg.rf.1e2dfa3a83201150f480de11d11f8013.jpg,dog - malinois
21650,../Data/preprocessed\dog - malinois\07_jpg.rf.30982e870a846ab4169d504c30d0bb07.jpg,dog - malinois
21651,../Data/preprocessed\dog - malinois\07_jpg.rf.cfe37121d01f8f246903c244521ea44e.jpg,dog - malinois
21652,../Data/preprocessed\dog - malinois\080_jpg.rf.261a5d8d1186e0bb344fe11ad423aaf2.jpg,dog - malinois
21653,../Data/preprocessed\dog - malinois\080_jpg.rf.751b6c7fc68cb3b30dcb70cf1b77969e.jpg,dog - malinois
21654,../Data/preprocessed\dog - malinois\080_jpg.rf.dcf38a5a28593557adf8595dfa40e621.jpg,dog - malinois
21655,../Data/preprocessed\dog - malinois\081_jpg.rf.28495a04beb1cfa57982ca2a4aa96b52.jpg,dog - malinois
21656,../Data/preprocessed\dog - malinois\081_jpg.rf.534310b3f46a7dafbbb2fec42c206d31.jpg,dog - malinois
21657,../Data/preprocessed\dog - malinois\081_jpg.rf.f8f0e6766fe3cf2d17106c288e3782f2.jpg,dog - malinois
21658,../Data/preprocessed\dog - malinois\082_jpg.rf.1924137dbe08ebf870357571e55340d2.jpg,dog - malinois
21659,../Data/preprocessed\dog - malinois\082_jpg.rf.6c69e7dceeb1e00211d964f7013bd8f2.jpg,dog - malinois
21660,../Data/preprocessed\dog - malinois\082_jpg.rf.ac2353f533471e4533cf42e52dbfe2b2.jpg,dog - malinois
21661,../Data/preprocessed\dog - malinois\085_jpg.rf.97a9d25e538a37f6ea1601fd4a7d5d17.jpg,dog - malinois
21662,../Data/preprocessed\dog - malinois\085_jpg.rf.af5a3072ea7128928fa79b821a2d8b3e.jpg,dog - malinois
21663,../Data/preprocessed\dog - malinois\085_jpg.rf.e248b0fa989cae8d509d3f9417400655.jpg,dog - malinois
21664,../Data/preprocessed\dog - malinois\086_jpg.rf.36d2fafb9c01fe09b0b2434578c276e1.jpg,dog - malinois
21665,../Data/preprocessed\dog - malinois\086_jpg.rf.4e671626d5102614ca9c2f5e147e77e5.jpg,dog - malinois
21666,../Data/preprocessed\dog - malinois\086_jpg.rf.7e99f7dfcce837f8aeed2a70fec47d56.jpg,dog - malinois
21667,../Data/preprocessed\dog - malinois\088_jpg.rf.2d20ad6bb25acf68ef9a11e2dcb72767.jpg,dog - malinois
21668,../Data/preprocessed\dog - malinois\088_jpg.rf.7d8a2becb37d165b9ecca378fe30bff9.jpg,dog - malinois
21669,../Data/preprocessed\dog - malinois\088_jpg.rf.f1ac72622a91722131ab47caabee6322.jpg,dog - malinois
21670,../Data/preprocessed\dog - malinois\089_jpg.rf.77ad44dfd404fa4d3c373ca25c6ccf2b.jpg,dog - malinois
21671,../Data/preprocessed\dog - malinois\089_jpg.rf.8e6b0ce123c16530cf42f25f8bd7f76c.jpg,dog - malinois
21672,../Data/preprocessed\dog - malinois\089_jpg.rf.cb67b2cccff0f549a25fd923efda8403.jpg,dog - malinois
21673,../Data/preprocessed\dog - malinois\090_jpg.rf.159d8ede481b9a514a44fc75a0332e62.jpg,dog - malinois
21674,../Data/preprocessed\dog - malinois\090_jpg.rf.284320c160128e2bca66448b400da3ec.jpg,dog - malinois
21675,../Data/preprocessed\dog - malinois\090_jpg.rf.4b133435c2cd9a94f7f09716f804a490.jpg,dog - malinois
21676,../Data/preprocessed\dog - malinois\091_jpg.rf.1b76192efbbd0a444ec843cb8c175aa3.jpg,dog - malinois
21677,../Data/preprocessed\dog - malinois\091_jpg.rf.6c7135d4acca1378bbaf9c08656175ca.jpg,dog - malinois
21678,../Data/preprocessed\dog - malinois\091_jpg.rf.7298f3b4baa476cf6c620d1efcc8bcc2.jpg,dog - malinois
21679,../Data/preprocessed\dog - malinois\094_jpg.rf.1b18e4b96e39ad5d30bfae46995025c2.jpg,dog - malinois
21680,../Data/preprocessed\dog - malinois\094_jpg.rf.59726152be423a35ab44f6d06f3929df.jpg,dog - malinois
21681,../Data/preprocessed\dog - malinois\094_jpg.rf.c051764b1af3843dd4293b6189297a15.jpg,dog - malinois
21682,../Data/preprocessed\dog - malinois\097_jpg.rf.22b375b846b95f32ca4e311949046892.jpg,dog - malinois
21683,../Data/preprocessed\dog - malinois\097_jpg.rf.25cab294fe936ca9d3e8c6af0dd30855.jpg,dog - malinois
21684,../Data/preprocessed\dog - malinois\09_jpg.rf.5951927d4371df54e0c60b9ebfabe558.jpg,dog - malinois
21685,../Data/preprocessed\dog - malinois\09_jpg.rf.6e0fa0a5c9f37a06eddf3d47b50e08cd.jpg,dog - malinois
21686,../Data/preprocessed\dog - malinois\09_jpg.rf.abf8afb23cabf278d10191728eb4cbec.jpg,dog - malinois
21687,../Data/preprocessed\dog - malinois\107_jpg.rf.17ef2c7f2be4c4a43aca58b7494cd3a2.jpg,dog - malinois
21688,../Data/preprocessed\dog - malinois\107_jpg.rf.43e2acbc193c77f7d96f4d4a5fb21b1b.jpg,dog - malinois
21689,../Data/preprocessed\dog - malinois\107_jpg.rf.caa6d3116fa5cf3a5725f2bfddffef71.jpg,dog - malinois
21690,../Data/preprocessed\dog - malinois\108_jpg.rf.123e965589536c977b768dc6d4481ec5.jpg,dog - malinois
21691,../Data/preprocessed\dog - malinois\108_jpg.rf.9d07da9f8adf58f5a2a76a4f053f696f.jpg,dog - malinois
21692,../Data/preprocessed\dog - malinois\108_jpg.rf.eb48a6a179307911d6b46017eb692605.jpg,dog - malinois
21693,../Data/preprocessed\dog - malinois\10_jpg.rf.4f77103ad40dc6ad7dae185afd663979.jpg,dog - malinois
21694,../Data/preprocessed\dog - malinois\10_jpg.rf.ec07c54f0ede285dab4e921a594e1024.jpg,dog - malinois
21695,../Data/preprocessed\dog - malinois\10_jpg.rf.fa407a2dc6920128d5aa1787b41f783d.jpg,dog - malinois
21696,../Data/preprocessed\dog - maltese\001_jpg.rf.4e912172733a3e0800334ecadde4afe3.jpg,dog - maltese
21697,../Data/preprocessed\dog - maltese\001_jpg.rf.864a9d4db0cb2a09af29967a245c6529.jpg,dog - maltese
21698,../Data/preprocessed\dog - maltese\001_jpg.rf.da9c120ce3f5d1f888e526f67272620f.jpg,dog - maltese
21699,../Data/preprocessed\dog - maltese\005_jpg.rf.9ef31d48c1ddb364f1d500c4fcebd8ed.jpg,dog - maltese
21700,../Data/preprocessed\dog - maltese\005_jpg.rf.b593aacfc752fbe4ed30c2d30d2b31d5.jpg,dog - maltese
21701,../Data/preprocessed\dog - maltese\005_jpg.rf.cc9b5010aa7a72a1a7b143c2768c359b.jpg,dog - maltese
21702,../Data/preprocessed\dog - maltese\006_jpg.rf.4b50ef1d70b16c47015ac76534b029b1.jpg,dog - maltese
21703,../Data/preprocessed\dog - maltese\006_jpg.rf.ca253bd7acc6c74c9c95fa6262a564fe.jpg,dog - maltese
21704,../Data/preprocessed\dog - maltese\006_jpg.rf.e667d523babf5005bd69fc5c19a34c58.jpg,dog - maltese
21705,../Data/preprocessed\dog - maltese\007_jpg.rf.0ccb4348fb9a898c44d32f7f974369fd.jpg,dog - maltese
21706,../Data/preprocessed\dog - maltese\007_jpg.rf.56714c6ce78f08ffad869985e20ab67d.jpg,dog - maltese
21707,../Data/preprocessed\dog - maltese\007_jpg.rf.eb6e422c4f3546a75e6e3b1819361803.jpg,dog - maltese
21708,../Data/preprocessed\dog - maltese\009_jpg.rf.26f7e3c88de23e0104fafe41ab6a3845.jpg,dog - maltese
21709,../Data/preprocessed\dog - maltese\009_jpg.rf.4739f01ecfd2e46dcf53855657e5d995.jpg,dog - maltese
21710,../Data/preprocessed\dog - maltese\009_jpg.rf.721600d7d50c7c1dc7672d9e3a3b73a5.jpg,dog - maltese
21711,../Data/preprocessed\dog - maltese\011_jpg.rf.5fa5091ef96d063a54ad2ef2e7595fd2.jpg,dog - maltese
21712,../Data/preprocessed\dog - maltese\011_jpg.rf.7f2bad10120ddc15b786a68441dd7e6d.jpg,dog - maltese
21713,../Data/preprocessed\dog - maltese\011_jpg.rf.a26d1c27c705f6151b70685bca3a132a.jpg,dog - maltese
21714,../Data/preprocessed\dog - maltese\014_jpg.rf.24eea3b75af6e175f4108c05f5ba49d4.jpg,dog - maltese
21715,../Data/preprocessed\dog - maltese\014_jpg.rf.e4718c4eb97ece89b12bbdf1ab609c43.jpg,dog - maltese
21716,../Data/preprocessed\dog - maltese\014_jpg.rf.f750f11c02cb1f68bb5344ced454f869.jpg,dog - maltese
21717,../Data/preprocessed\dog - maltese\015_jpg.rf.73db7441ea80a97d83d961f4eb671555.jpg,dog - maltese
21718,../Data/preprocessed\dog - maltese\015_jpg.rf.87aeee7ed430b3eee1f533452898537d.jpg,dog - maltese
21719,../Data/preprocessed\dog - maltese\015_jpg.rf.d232d95a89a79c6b6fe79329b380b1c2.jpg,dog - maltese
21720,../Data/preprocessed\dog - maltese\017_jpg.rf.380c06e5348630c10254314d138ea7e9.jpg,dog - maltese
21721,../Data/preprocessed\dog - maltese\017_jpg.rf.98399feaadcd34af7d0defabeb57dbc0.jpg,dog - maltese
21722,../Data/preprocessed\dog - maltese\017_jpg.rf.cdc9baaba624f497c8dd7bce8ba24484.jpg,dog - maltese
21723,../Data/preprocessed\dog - maltese\019_jpg.rf.05167f5b801d724fc8195518bc00a551.jpg,dog - maltese
21724,../Data/preprocessed\dog - maltese\019_jpg.rf.a2816509c1d04e85c2ceeaa84ee84ade.jpg,dog - maltese
21725,../Data/preprocessed\dog - maltese\019_jpg.rf.a6d220e1ec6b9334e54f4a92ba82229d.jpg,dog - maltese
21726,../Data/preprocessed\dog - maltese\021_jpg.rf.7be64df10801a998f09daf7a8a047731.jpg,dog - maltese
21727,../Data/preprocessed\dog - maltese\021_jpg.rf.b4348d246338062af7244a199dfa2f2d.jpg,dog - maltese
21728,../Data/preprocessed\dog - maltese\021_jpg.rf.e31b4a23a0e158e4531047a124884f20.jpg,dog - maltese
21729,../Data/preprocessed\dog - maltese\023_jpg.rf.2a9235e90c4206163462ead8337a4c4f.jpg,dog - maltese
21730,../Data/preprocessed\dog - maltese\023_jpg.rf.94ceb1f7d15350fc3473df6b66311672.jpg,dog - maltese
21731,../Data/preprocessed\dog - maltese\023_jpg.rf.ee46b05e53bbd6f46a6f4404af8b3a4f.jpg,dog - maltese
21732,../Data/preprocessed\dog - maltese\024_jpg.rf.7fe774f65a5691290e318434bf3e1396.jpg,dog - maltese
21733,../Data/preprocessed\dog - maltese\024_jpg.rf.e482c0a19c6eef4633e5cf0be47537f1.jpg,dog - maltese
21734,../Data/preprocessed\dog - maltese\024_jpg.rf.e70214905b03515331b10ec176bd3713.jpg,dog - maltese
21735,../Data/preprocessed\dog - maltese\025_jpg.rf.28cdc07a36653f2ed7c2fcf7595dbc07.jpg,dog - maltese
21736,../Data/preprocessed\dog - maltese\025_jpg.rf.8f79b33419e71f5b5fae091f658d5e67.jpg,dog - maltese
21737,../Data/preprocessed\dog - maltese\025_jpg.rf.bdc967629d365a524336f6674b461c82.jpg,dog - maltese
21738,../Data/preprocessed\dog - maltese\027_jpg.rf.b75bc892e32e757f9d125373b2f0e25b.jpg,dog - maltese
21739,../Data/preprocessed\dog - maltese\027_jpg.rf.c99935e9b77eda78f07cc265349315b0.jpg,dog - maltese
21740,../Data/preprocessed\dog - maltese\027_jpg.rf.eb272355abd254875f3405e0dc5a8782.jpg,dog - maltese
21741,../Data/preprocessed\dog - maltese\02_jpg.rf.10369fe35478cd8355aa8902b9ad8a83.jpg,dog - maltese
21742,../Data/preprocessed\dog - maltese\02_jpg.rf.13c91df6dbadeacc15723459bda137c7.jpg,dog - maltese
21743,../Data/preprocessed\dog - maltese\02_jpg.rf.1c2bc642665a25160df5e3072171d834.jpg,dog - maltese
21744,../Data/preprocessed\dog - maltese\02_jpg.rf.5ae175bd731e0b8590f1fc68cf5f0213.jpg,dog - maltese
21745,../Data/preprocessed\dog - maltese\02_jpg.rf.984d6c84b28d431992ce9906ac755799.jpg,dog - maltese
21746,../Data/preprocessed\dog - maltese\02_jpg.rf.b7be1294fa644de2b25e79f76ed16c1f.jpg,dog - maltese
21747,../Data/preprocessed\dog - maltese\030_jpg.rf.28b9b75d437eb132b1c6ea0db79bea4a.jpg,dog - maltese
21748,../Data/preprocessed\dog - maltese\030_jpg.rf.3768aa4d4f91885db5e89ebfe3286d1b.jpg,dog - maltese
21749,../Data/preprocessed\dog - maltese\030_jpg.rf.5e12c0d5cd311b94d9260844cf16d20c.jpg,dog - maltese
21750,../Data/preprocessed\dog - maltese\031_jpg.rf.0570d47851e7f3ae806421a4ae6f1da4.jpg,dog - maltese
21751,../Data/preprocessed\dog - maltese\031_jpg.rf.10eaa81d8a9fe82c54e13ee00a4dadba.jpg,dog - maltese
21752,../Data/preprocessed\dog - maltese\031_jpg.rf.3bd0ab3cf800523e683fae9b61c90bbf.jpg,dog - maltese
21753,../Data/preprocessed\dog - maltese\032_jpg.rf.00a4c2c013cd5424c21a0069c6187df4.jpg,dog - maltese
21754,../Data/preprocessed\dog - maltese\032_jpg.rf.61564dc75cdefbd6f853b33f0b99cc35.jpg,dog - maltese
21755,../Data/preprocessed\dog - maltese\032_jpg.rf.f6c19e0a6d3830318e8494c62aceea23.jpg,dog - maltese
21756,../Data/preprocessed\dog - maltese\034_jpg.rf.8ac06bc61a8d54f5617294b8c4436555.jpg,dog - maltese
21757,../Data/preprocessed\dog - maltese\034_jpg.rf.b47d1a1ea96f9a077a4814e6bbc08b63.jpg,dog - maltese
21758,../Data/preprocessed\dog - maltese\034_jpg.rf.d757aa4f2dff0c688f5ac2269f606a3a.jpg,dog - maltese
21759,../Data/preprocessed\dog - maltese\035_jpg.rf.7448b5fb7b1ba0a77080cda952a10ad1.jpg,dog - maltese
21760,../Data/preprocessed\dog - maltese\035_jpg.rf.a04415c6ea142cf9c38e19f8bb2d8a9b.jpg,dog - maltese
21761,../Data/preprocessed\dog - maltese\035_jpg.rf.a6a5d83d9f79e51efda4e73baff1480e.jpg,dog - maltese
21762,../Data/preprocessed\dog - maltese\036_jpg.rf.471370f147e42da0858ed14ae43a5967.jpg,dog - maltese
21763,../Data/preprocessed\dog - maltese\036_jpg.rf.5b31d9361ea69783c48aee1851222044.jpg,dog - maltese
21764,../Data/preprocessed\dog - maltese\036_jpg.rf.c5c174e35671fd8f6c48b5b8400b2746.jpg,dog - maltese
21765,../Data/preprocessed\dog - maltese\037_jpg.rf.01f926d1de2e6634347db7eec0043461.jpg,dog - maltese
21766,../Data/preprocessed\dog - maltese\037_jpg.rf.468aad3dcf7dce390fca211f980c1e11.jpg,dog - maltese
21767,../Data/preprocessed\dog - maltese\037_jpg.rf.5345c1e7bb30ebed3d4b04edad3d59c6.jpg,dog - maltese
21768,../Data/preprocessed\dog - maltese\038_jpg.rf.2d9866e1ef90bb78f84a909c1ef995f1.jpg,dog - maltese
21769,../Data/preprocessed\dog - maltese\038_jpg.rf.960fb8073645c2ae43734fb973d82672.jpg,dog - maltese
21770,../Data/preprocessed\dog - maltese\038_jpg.rf.c5fc25b0e0a9e8a34088a80974209d85.jpg,dog - maltese
21771,../Data/preprocessed\dog - maltese\039_jpg.rf.2b21e74033a3d8b185edcdb411dd90f8.jpg,dog - maltese
21772,../Data/preprocessed\dog - maltese\039_jpg.rf.69e7cf7000cf8fee1390d5af6c974200.jpg,dog - maltese
21773,../Data/preprocessed\dog - maltese\039_jpg.rf.ef61b724d359ac1379daafadbd8d401a.jpg,dog - maltese
21774,../Data/preprocessed\dog - maltese\03_jpg.rf.14c2ed29af5e8728ab8cacc46052c3cd.jpg,dog - maltese
21775,../Data/preprocessed\dog - maltese\03_jpg.rf.1d739d1d09efc9c2c2e8026588286350.jpg,dog - maltese
21776,../Data/preprocessed\dog - maltese\03_jpg.rf.24176e838f117733fe20f1c3096bbd3c.jpg,dog - maltese
21777,../Data/preprocessed\dog - maltese\03_jpg.rf.4eeea30da8f45741583bc05a3fd13dee.jpg,dog - maltese
21778,../Data/preprocessed\dog - maltese\03_jpg.rf.c3275f873f387ce644ee7cc08a906bc0.jpg,dog - maltese
21779,../Data/preprocessed\dog - maltese\03_jpg.rf.d869a1d3856e2d13c541170415099a3e.jpg,dog - maltese
21780,../Data/preprocessed\dog - maltese\040_jpg.rf.3b2eaacb3d837b3f1fcc456b9410bdd4.jpg,dog - maltese
21781,../Data/preprocessed\dog - maltese\040_jpg.rf.8e4f8583c18c8bd45b981702c99ad4f4.jpg,dog - maltese
21782,../Data/preprocessed\dog - maltese\040_jpg.rf.d7c94653ae58e165149677e811c1d17c.jpg,dog - maltese
21783,../Data/preprocessed\dog - maltese\041_jpg.rf.60dc690ca963530d87fff405b6d080c5.jpg,dog - maltese
21784,../Data/preprocessed\dog - maltese\041_jpg.rf.9a957ad79e885029d071bbba3717d6fb.jpg,dog - maltese
21785,../Data/preprocessed\dog - maltese\041_jpg.rf.a637728582d9793140052afe7807dbbb.jpg,dog - maltese
21786,../Data/preprocessed\dog - maltese\044_jpg.rf.366458bc100e370964972c14f1f7a32c.jpg,dog - maltese
21787,../Data/preprocessed\dog - maltese\044_jpg.rf.9fae700cfdb97321cebbd3b295432f0b.jpg,dog - maltese
21788,../Data/preprocessed\dog - maltese\044_jpg.rf.a738ad3c73574cac1fb331853e66b9b0.jpg,dog - maltese
21789,../Data/preprocessed\dog - maltese\045_jpg.rf.3c7c8cc33e6e794720289312e263b390.jpg,dog - maltese
21790,../Data/preprocessed\dog - maltese\045_jpg.rf.48925d846f94ec25ff1538b71e5d2193.jpg,dog - maltese
21791,../Data/preprocessed\dog - maltese\045_jpg.rf.acb0c71be7451e5b8f039408facae14f.jpg,dog - maltese
21792,../Data/preprocessed\dog - maltese\046_jpg.rf.31fb1af553e3e7ef0a55686cad07f482.jpg,dog - maltese
21793,../Data/preprocessed\dog - maltese\046_jpg.rf.4bff35d7b837da894dc09453ea43482c.jpg,dog - maltese
21794,../Data/preprocessed\dog - maltese\046_jpg.rf.9d577ca75f11dc1f0a045933107a3444.jpg,dog - maltese
21795,../Data/preprocessed\dog - maltese\048_jpg.rf.1e8a2be0f74b9ab4f38b58cbb2047a18.jpg,dog - maltese
21796,../Data/preprocessed\dog - maltese\048_jpg.rf.a1345e8042e3c57548adee72a4ee130d.jpg,dog - maltese
21797,../Data/preprocessed\dog - maltese\048_jpg.rf.cd26c3fd8591a9b833cbb3c888d9bb64.jpg,dog - maltese
21798,../Data/preprocessed\dog - maltese\04_jpg.rf.1e0386293d6d5cc6d94477052cef31df.jpg,dog - maltese
21799,../Data/preprocessed\dog - maltese\04_jpg.rf.2faad58f2902f4e9b900d312fc5bafb9.jpg,dog - maltese
21800,../Data/preprocessed\dog - maltese\04_jpg.rf.c2129095d586663eaf70b9e8460415fe.jpg,dog - maltese
21801,../Data/preprocessed\dog - maltese\054_jpg.rf.b2f8a71351165794038167f4d6b06b18.jpg,dog - maltese
21802,../Data/preprocessed\dog - maltese\054_jpg.rf.bfaad0924687229cd52a53701666883c.jpg,dog - maltese
21803,../Data/preprocessed\dog - maltese\054_jpg.rf.fb427ab7616397779be73d83b77b65b1.jpg,dog - maltese
21804,../Data/preprocessed\dog - maltese\055_jpg.rf.55a42032527dc9d757c2443b0c8cf81c.jpg,dog - maltese
21805,../Data/preprocessed\dog - maltese\055_jpg.rf.5c078c5e1e8020678de2dca9a70396fe.jpg,dog - maltese
21806,../Data/preprocessed\dog - maltese\055_jpg.rf.c5c8a005be9c065cca49b0ee9371120f.jpg,dog - maltese
21807,../Data/preprocessed\dog - maltese\056_jpg.rf.136e659b767e2483572d3e651f5ce510.jpg,dog - maltese
21808,../Data/preprocessed\dog - maltese\056_jpg.rf.32a725629e218a43e387ef594b7805c0.jpg,dog - maltese
21809,../Data/preprocessed\dog - maltese\056_jpg.rf.7ff61b1ea8b86b7146a4f2711b59b3e7.jpg,dog - maltese
21810,../Data/preprocessed\dog - maltese\058_jpg.rf.0db5e63743893288499c7514ed469b00.jpg,dog - maltese
21811,../Data/preprocessed\dog - maltese\058_jpg.rf.4ab3e5749f15bc313a09ce25bf70dc90.jpg,dog - maltese
21812,../Data/preprocessed\dog - maltese\058_jpg.rf.a725a2eb1eb748f794934652a2d03911.jpg,dog - maltese
21813,../Data/preprocessed\dog - maltese\05_jpg.rf.31d12c8d9cfe9d6adca2ff73368241ab.jpg,dog - maltese
21814,../Data/preprocessed\dog - maltese\05_jpg.rf.409ee5f7ae030a20798c1b398847a2fc.jpg,dog - maltese
21815,../Data/preprocessed\dog - maltese\05_jpg.rf.4aaae3b1ab885671f1be58831fff1a29.jpg,dog - maltese
21816,../Data/preprocessed\dog - maltese\05_jpg.rf.58318effcd03d6e92e2b7eee511f36a1.jpg,dog - maltese
21817,../Data/preprocessed\dog - maltese\05_jpg.rf.5b4cf0909606956ff27c696704f30fb8.jpg,dog - maltese
21818,../Data/preprocessed\dog - maltese\05_jpg.rf.972fbcccff27fb16aa4ffaf18f99d932.jpg,dog - maltese
21819,../Data/preprocessed\dog - maltese\062_jpg.rf.566308ee2202d68435174be07a53b4bc.jpg,dog - maltese
21820,../Data/preprocessed\dog - maltese\062_jpg.rf.eebb8669f91cbe842d95b0131dfc26c5.jpg,dog - maltese
21821,../Data/preprocessed\dog - maltese\062_jpg.rf.f780388d135db5d7bd10cc0ada9fae9f.jpg,dog - maltese
21822,../Data/preprocessed\dog - maltese\063_jpg.rf.023d182d66e470bca156499d0338400e.jpg,dog - maltese
21823,../Data/preprocessed\dog - maltese\063_jpg.rf.75a82e346898a2c623929445a01514b6.jpg,dog - maltese
21824,../Data/preprocessed\dog - maltese\063_jpg.rf.845e153a27ae11b1591a2cfb638716f7.jpg,dog - maltese
21825,../Data/preprocessed\dog - maltese\066_jpg.rf.207115e2c61a66b292904f11f955b1ba.jpg,dog - maltese
21826,../Data/preprocessed\dog - maltese\066_jpg.rf.2aa68798895909005b92619a6de3c3f6.jpg,dog - maltese
21827,../Data/preprocessed\dog - maltese\066_jpg.rf.7ee618085cbae04c9f31df73aebcbe2a.jpg,dog - maltese
21828,../Data/preprocessed\dog - maltese\06_jpg.rf.25231001bcd0b36d90176b6607bc96a1.jpg,dog - maltese
21829,../Data/preprocessed\dog - maltese\06_jpg.rf.499d89706c2376fa1e89d453b14e0438.jpg,dog - maltese
21830,../Data/preprocessed\dog - maltese\06_jpg.rf.c5041a6ee38523f545cee7696aa1156f.jpg,dog - maltese
21831,../Data/preprocessed\dog - maltese\070_jpg.rf.498899f41ef89adc283b1e27315299cb.jpg,dog - maltese
21832,../Data/preprocessed\dog - maltese\070_jpg.rf.75d84600e9375bab91102568d127ab16.jpg,dog - maltese
21833,../Data/preprocessed\dog - maltese\070_jpg.rf.b89bef2fb6e02bcbc3245fe991e6a666.jpg,dog - maltese
21834,../Data/preprocessed\dog - maltese\071_jpg.rf.a0625d29f5e2bfe609f3bf6577018215.jpg,dog - maltese
21835,../Data/preprocessed\dog - maltese\071_jpg.rf.ca0f31364b760282b5134dcb4822af1e.jpg,dog - maltese
21836,../Data/preprocessed\dog - maltese\071_jpg.rf.dc14ff6df08026dfe1a0b4278e9e0357.jpg,dog - maltese
21837,../Data/preprocessed\dog - maltese\076_jpg.rf.4f679fe452fbb7d088217b91f95bc00e.jpg,dog - maltese
